value,state,wstate,wstateval,ecity,ecityval,wcity,wcityval,,JOB TITLE VAL,JOB TITLE,,,,JOB TITLE VAL,JOB TITLE,,,W-CITY,W-CITY VAL,,,E-CITY,E-CITY VAL
,,,,NEWBERN,1,GREEWOOD VILLAGE,2,,,,,,,,,,,,,,,,
,,,,TEMPLE HILLS,1,SUNNVYALE,2,,,,,,,,,,,,,,,,
,,,,ESONDIDO,1,EUSTIS,2,,,,,,,,,,,,,,,,
,,,,BLADENSBURG,1,GRAMBLING,2,,,,,,,,,,,,,,,,
,,,,REVERE,1,BOTTINEAU,2,,,,,,,,,,,,,,,,
,,,,FAIRFIED,1,CANON CITY,2,,,,,,,,,,,,,,,,
,,,,CENTER LINE,1,HARBOR BEACH,2,,,,,,,,,,,,,,,,
,,,,SORRENTO,1,GRAYSON,2,,,,,,,,,,,,,,,,
,,,,ST. MICHAEL,1,NEESES,2,,,,,,,,,,,,,,,,
,,,,WINDOW ROCK,1,ST. MARTINVILLE,2,,,,,,,,,,,,,,,,
,,,,THOROFARE,1,BRIGHAM CITY,2,,,,,,,,,,,,,,,,
,,,,BRUSH PRAIRIE,1,LARNED,2,,,,,,,,,,,,,,,,
,,,,JENISON,1,BEACON FALLS,2,,,,,,,,,,,,,,,,
,,,,RICE LAKE,1,QUICY,2,,,,,,,,,,,,,,,,
,,,,KENTFIELD,1,KEYSTONE HEIGHTS,2,,,,,,,,,,,,,,,,
,,,,FORT MEADE,1,ARENAS VALLEY,2,,,,,,,,,,,,,,,,
,,,,FISCO,1,CHELSMFORD,2,,,,,,,,,,,,,,,,
,,,,OAK PARRK,1,"NEW YORK, NEW YORK",2,,,,,,,,,,,,,,,,
,,,,AMSTERDAM,1,CHICACO,2,,,,,,,,,,,,,,,,
,,,,GLEN RAVEN,1,PACIFIC GROVE,2,,,,,,,,,,,,,,,,
,,,,LEMOORE,1,SAN LUIS,2,,,,,,,,,,,,,,,,
,,,,JACSON HEIGHTS,1,KERSHAW,2,,,,,,,,,,,,,,,,
,,,,CAPE MAY,1,WOOD RIDGE,2,,,,,,,,,,,,,,,,
,,,,EXCELSIOR,1,ALBEMARLE,2,,,,,,,,,,,,,,,,
,,,,ORFORD,1,COSTA  MESA,2,,,,,,,,,,,,,,,,
,,,,QUEEN CREEK,1,MT.OLIVE,2,,,,,,,,,,,,,,,,
,,,,ESSEX,1,CHIPPEWA FALLS,2,,,,,,,,,,,,,,,,
,,,,WHITE SULPHUR SPRINGS,1,ESTES PARK,2,,,,,,,,,,,,,,,,
,,,,COON RAPIDS,1,PARSIPANY,2,,,,,,,,,,,,,,,,
,,,,PLAINWELL,1,"DERWOOD,",2,,,,,,,,,,,,,,,,
,,,,ST. JOHN,1,GARDNERS,2,,,,,,,,,,,,,,,,
,,,,SUMNER,1,SACO,2,,,,,,,,,,,,,,,,
,,,,WASSAIC,1,EDWARDS,2,,,,,,,,,,,,,,,,
,,,,TUSCON,1,LORIS,2,,,,,,,,,,,,,,,,
,,,,GEISMAR,1,SENECA COMMONS,2,,,,,,,,,,,,,,,,
,,,,BEIJING,1,COCOA BEACH,2,,,,,,,,,,,,,,,,
,,,,MANVEL,1,DILLEY,2,,,,,,,,,,,,,,,,
,,,,DUMONT,1,BLOOMSDALE,2,,,,,,,,,,,,,,,,
,,,,HINESBURG,1,DIAMOND SPRINGS,2,,,,,,,,,,,,,,,,
,,,,NORTH BALTIMORE,1,NORTH CAROLINA,2,,,,,,,,,,,,,,,,
,,,,PEYTON,1,POTH,2,,,,,,,,,,,,,,,,
,,,,LENOIR,1,THORNWOOD,2,,,,,,,,,,,,,,,,
,,,,MOUNTVILLE,1,VIENNA VA,2,,,,,,,,,,,,,,,,
,,,,ORANGEVALE,1,AUBURN ROAD,2,,,,,,,,,,,,,,,,
,,,,MCMURRAY,1,MORRISON,2,,,,,,,,,,,,,,,,
,,,,BAGLEY,1,WALLBURG,2,,,,,,,,,,,,,,,,
,,,,PARDEEVILLE,1,COTULLA,2,,,,,,,,,,,,,,,,
,,,,FORTWORTH,1,SEARCY,2,,,,,,,,,,,,,,,,
,,,,LESSBURG,1,KILL DEVIL HILLS,2,,,,,,,,,,,,,,,,
,,,,GAINSVILLE,1,PITI,2,,,,,,,,,,,,,,,,
,,,,WEST NORRITON,1,LEEDS,2,,,,,,,,,,,,,,,,
,,,,ST. CLAIR,1,LAS ANIMAS,2,,,,,,,,,,,,,,,,
,,,,MEADOW VISTA,1,DUMFRIES,2,,,,,,,,,,,,,,,,
,,,,GREENWOOD VILLAGA,1,RIDGWAY,2,,,,,,,,,,,,,,,,
,,,,NEWPORTVILLE,1,SOUTH ATTLEBORO,2,,,,,,,,,,,,,,,,
,,,,PARK HILL,1,"BOTHELL,",2,,,,,,,,,,,,,,,,
,,,,MANLIUS,1,ELPASO,2,,,,,,,,,,,,,,,,
,,,,PAUMA VALLEY,1,PORT TOWNSEND,2,,,,,,,,,,,,,,,,
,,,,SUNNUVALE,1,CHARLETTE,2,,,,,,,,,,,,,,,,
,,,,EAST ISLIP,1,JACKSONWILLE,2,,,,,,,,,,,,,,,,
,,,,IDABEL,1,"OAKLAND,",2,,,,,,,,,,,,,,,,
,,,,HACIENDA HTS,1,CAMBRIA HEIGHTS,2,,,,,,,,,,,,,,,,
,,,,", WASHINGTON DC",1,ITASKA,2,,,,,,,,,,,,,,,,
,,,,HERMOSA,1,HUGOTON,2,,,,,,,,,,,,,,,,
,,,,BRED BANK,1,BAYVILLE,2,,,,,,,,,,,,,,,,
,,,,BREAUX BRIDGE,1,"DENVER,",2,,,,,,,,,,,,,,,,
,,,,YOUNGSVILLE,1,FORT DEFIANCE,2,,,,,,,,,,,,,,,,
,,,,MIRAMAR BEACH,1,COLEBROOK,2,,,,,,,,,,,,,,,,
,,,,FULTONVILLE,1,"LOUISVILLE,",2,,,,,,,,,,,,,,,,
,,,,SHAWNEE MISSION,1,WASHINGTON  DC,2,,,,,,,,,,,,,,,,
,,,,"BROOKLINE,",1,WOODCLIFFE LAKE,2,,,,,,,,,,,,,,,,
,,,,VINCENTOWN,1,BRIDGEHAMPTON,2,,,,,,,,,,,,,,,,
,,,,SAN ANGELENO,1,SANRAMON,2,,,,,,,,,,,,,,,,
,,,,EAST LIVERPOOL,1,RAINBOW CITY,2,,,,,,,,,,,,,,,,
,,,,MAPLE HEIGHTS,1,DERABORN,2,,,,,,,,,,,,,,,,
,,,,SOUTHWEST HARBOR,1,HINTON,2,,,,,,,,,,,,,,,,
,,,,LUTHERVILLE-TIMONIUM,1,PHILLADELPHIA,2,,,,,,,,,,,,,,,,
,,,,MT OLIVE,1,HURON,2,,,,,,,,,,,,,,,,
,,,,GIBSONTON,1,CHURCH HILL,2,,,,,,,,,,,,,,,,
,,,,PONTOTOC,1,STE 350,2,,,,,,,,,,,,,,,,
,,,,PEBBLE BEACH,1,WINNER,2,,,,,,,,,,,,,,,,
,,,,MAPEL GROVE,1,VALDESE,2,,,,,,,,,,,,,,,,
,,,,ROCKVILLE CENTER,1,HEWITT,2,,,,,,,,,,,,,,,,
,,,,HO HO KUS,1,SILVERSPRING,2,,,,,,,,,,,,,,,,
,,,,HARDWOOD HEIGHTS,1,HEMLOCK,2,,,,,,,,,,,,,,,,
,,,,NORTH BERWICK,1,KEY WEST,2,,,,,,,,,,,,,,,,
,,,,GREENSBURGH,1,ST. ALBANY,2,,,,,,,,,,,,,,,,
,,,,LOS ANGELEES,1,DAMASCUS,2,,,,,,,,,,,,,,,,
,,,,N. MIAMI BEACH,1,LAWRENCEBERG,2,,,,,,,,,,,,,,,,
,,,,HAHNVILLE,1,TAPPAHANNOCK,2,,,,,,,,,,,,,,,,
,,,,DOYELSTOWN,1,CARLYLE,2,,,,,,,,,,,,,,,,
,,,,ORISKANY,1,MCGRAW,2,,,,,,,,,,,,,,,,
,,,,EW YORK,1,LIGHTHOUSE POINT,2,,,,,,,,,,,,,,,,
,,,,MOUNT HERMON,1,WEST TAMPA,2,,,,,,,,,,,,,,,,
,,,,UHRICHSVILLE,1,RULEVILLE,2,,,,,,,,,,,,,,,,
,,,,ASHLAND CITY,1,LECANTO,2,,,,,,,,,,,,,,,,
,,,,BASKIN RIDGE,1,SOUTH SEATTLE,2,,,,,,,,,,,,,,,,
,,,,OPALOCKA,1,SPINNERSTOWN,2,,,,,,,,,,,,,,,,
,,,,TORANCE,1,HOLLIDAYSBURG,2,,,,,,,,,,,,,,,,
,,,,GATLINBURG,1,CHARLEVOIX,2,,,,,,,,,,,,,,,,
,,,,DUXBURY,1,WILMORE,2,,,,,,,,,,,,,,,,
,,,,TALLADEGA,1,BATTLE GROUND,2,,,,,,,,,,,,,,,,
,,,,LINOCLN PARK,1,STORY CITY,2,,,,,,,,,,,,,,,,
,,,,MARS,1,"ALTAMONTE SPRINGS, FL",2,,,,,,,,,,,,,,,,
,,,,PENNDEL,1,LEE SUMMIT,2,,,,,,,,,,,,,,,,
,,,,CONVERSE,1,CANAAN,2,,,,,,,,,,,,,,,,
,,,,TRORRANCE,1,BETHEDA,2,,,,,,,,,,,,,,,,
,,,,BELLMORE,1,CONCEPTION,2,,,,,,,,,,,,,,,,
,,,,HONOKEN,1,EAST CHINA TOWNSHIP,2,,,,,,,,,,,,,,,,
,,,,BOONVILLE,1,MACOMB TOWNSHIP,2,,,,,,,,,,,,,,,,
,,,,SANTE FE,1,SAG HARBOR,2,,,,,,,,,,,,,,,,
,,,,GARDENDALE,1,NARCROSS,2,,,,,,,,,,,,,,,,
,,,,SHAMROCK,1,UMATILLA,2,,,,,,,,,,,,,,,,
,,,,NEW BOSTON,1,HARBOR,2,,,,,,,,,,,,,,,,
,,,,LEOTI,1,LENOIR,2,,,,,,,,,,,,,,,,
,,,,EAST STROUDBOURGH,1,DYERSBURG,2,,,,,,,,,,,,,,,,
,,,,BAL HARBOUR,1,STRONGVILLE,2,,,,,,,,,,,,,,,,
,,,,MANVILLE,1,CARR 719 BARRIO HELECHAL,2,,,,,,,,,,,,,,,,
,,,,"SOMERSET,",1,MATIE,2,,,,,,,,,,,,,,,,
,,,,GREENPORT,1,N. READING,2,,,,,,,,,,,,,,,,
,,,,SOUTH POINT,1,ELBERTON,2,,,,,,,,,,,,,,,,
,,,,COTUIT,1,BALKO,2,,,,,,,,,,,,,,,,
,,,,ST. MARY'S CITY,1,MATHEWS,2,,,,,,,,,,,,,,,,
,,,,RICHMOND HTS,1,TALLAPOOSA,2,,,,,,,,,,,,,,,,
,,,,CORRY,1,"LIVONIA,",2,,,,,,,,,,,,,,,,
,,,,COLLINGSWOOD,1,"NEW YORK, NY",2,,,,,,,,,,,,,,,,
,,,,ROUNDROCK,1,NAZARETH,2,,,,,,,,,,,,,,,,
,,,,VALLEY CITY,1,"DALLAS, TX",2,,,,,,,,,,,,,,,,
,,,,HINESVILLE,1,GALES FERRY,2,,,,,,,,,,,,,,,,
,,,,CROSSWELL,1,HARTWELL,2,,,,,,,,,,,,,,,,
,,,,GRANITE BAY,1,BYESVILLE,2,,,,,,,,,,,,,,,,
,,,,GUN BARREL CITY,1,60 LINCOLN CENTER PLAZA,2,,,,,,,,,,,,,,,,
,,,,TOWNSEND,1,LITTLESTOWN,2,,,,,,,,,,,,,,,,
,,,,PADUCAH,1,"LITTLETON, MA 01460",2,,,,,,,,,,,,,,,,
,,,,TUSCUMBIA,1,PLAINS,2,,,,,,,,,,,,,,,,
,,,,CHERAW,1,WESTVILLE,2,,,,,,,,,,,,,,,,
,,,,GUILDERLAND,1,KERSEY,2,,,,,,,,,,,,,,,,
,,,,HATBORO,1,BLACKBURG,2,,,,,,,,,,,,,,,,
,,,,OWEGO,1,RICHBORO,2,,,,,,,,,,,,,,,,
,,,,DECORAH,1,EAST EARL,2,,,,,,,,,,,,,,,,
,,,,STONEWALL,1,TERMINAL ISLAND,2,,,,,,,,,,,,,,,,
,,,,GALLIANO,1,WATKINS,2,,,,,,,,,,,,,,,,
,,,,FLINT TOWNSHIP,1,CHANNAHON,2,,,,,,,,,,,,,,,,
,,,,BEAVER DAM,1,WRIGHT,2,,,,,,,,,,,,,,,,
,,,,COLUMBIA STATION,1,CHIPLEY,2,,,,,,,,,,,,,,,,
,,,,MORRISIVILLE,1,STEVENSON,2,,,,,,,,,,,,,,,,
,,,,ASHVILLE,1,BETHANY,2,,,,,,,,,,,,,,,,
,,,,ELLETTSVILLE,1,SUITE 500,2,,,,,,,,,,,,,,,,
,,,,EAST TAUNTON,1,NORMANDY,2,,,,,,,,,,,,,,,,
,,,,PURCELLVILLE,1,APACHE JUNCTION,2,,,,,,,,,,,,,,,,
,,,,TETON VILLAGE,1,WALSENBURG,2,,,,,,,,,,,,,,,,
,,,,NORTH CONWAY,1,BILLERICIA,2,,,,,,,,,,,,,,,,
,,,,WASHINGTONVILLE,1,FT. WAYNE,2,,,,,,,,,,,,,,,,
,,,,CALABASAS HILLS,1,RHINEBECK,2,,,,,,,,,,,,,,,,
,,,,MONTOGOMERY,1,"RIDGEFIELD PARK,",2,,,,,,,,,,,,,,,,
,,,,FLAGLER BEACH,1,LEMOORE,2,,,,,,,,,,,,,,,,
,,,,CROMWELL,1,FT. VALLEY,2,,,,,,,,,,,,,,,,
,,,,RIVER VALE,1,"IRVINE,",2,,,,,,,,,,,,,,,,
,,,,GALION,1,DEVEN,2,,,,,,,,,,,,,,,,
,,,,PLAINS,1,SUITELAND,2,,,,,,,,,,,,,,,,
,,,,JETERSVILLE,1,RICHADSON,2,,,,,,,,,,,,,,,,
,,,,"PITTSBURGH,",1,CLINTON TWP,2,,,,,,,,,,,,,,,,
,,,,MOMENCE,1,"NORTH QUINCY,",2,,,,,,,,,,,,,,,,
,,,,DANDRIDGE,1,"EAST HARTFORD, CT",2,,,,,,,,,,,,,,,,
,,,,RUSTBURG,1,CONVERSE,2,,,,,,,,,,,,,,,,
,,,,"GRAPEVINE, TX",1,ILLINOIS,2,,,,,,,,,,,,,,,,
,,,,MT. OLIVE,1,FOGELSVILLE,2,,,,,,,,,,,,,,,,
,,,,PIPERSVILLE,1,"COLUMBIA,",2,,,,,,,,,,,,,,,,
,,,,ALAMOGORDO,1,GREENBRAE,2,,,,,,,,,,,,,,,,
,,,,MOUNTAIN HOUSE,1,WEST  TRENTON,2,,,,,,,,,,,,,,,,
,,,,BANNING,1,"POUGHKEEPSIE,",2,,,,,,,,,,,,,,,,
,,,,WEST HEMPSTEAD,1,"PENNINGTON,",2,,,,,,,,,,,,,,,,
,,,,W. SACRAMENTO,1,EGAN,2,,,,,,,,,,,,,,,,
,,,,HAMILTON TWP.,1,NORTH ATTLEBOROUGH,2,,,,,,,,,,,,,,,,
,,,,500,1,INDIAN ORCHARD,2,,,,,,,,,,,,,,,,
,,,,VASS,1,BERNALILLO,2,,,,,,,,,,,,,,,,
,,,,HAVILAND,1,EVEREST,2,,,,,,,,,,,,,,,,
,,,,STEWARTSVILLE,1,WILLIAMBURG,2,,,,,,,,,,,,,,,,
,,,,KAILUA,1,"DULUTH,",2,,,,,,,,,,,,,,,,
,,,,BAY HARBOR ISLAND,1,KEOSAUQUA,2,,,,,,,,,,,,,,,,
,,,,FORT GAINES,1,GUYANABO,2,,,,,,,,,,,,,,,,
,,,,POTEET,1,SPRINGS,2,,,,,,,,,,,,,,,,
,,,,LANDING,1,BERNARDSVILLE,2,,,,,,,,,,,,,,,,
,,,,MURPHY,1,BIG SUR,2,,,,,,,,,,,,,,,,
,,,,WANSHIP,1,NEWFOUNDLAND,2,,,,,,,,,,,,,,,,
,,,,ROY,1,CEDARTOWN,2,,,,,,,,,,,,,,,,
,,,,DESTIN,1,MARYLAND,2,,,,,,,,,,,,,,,,
,,,,PENNS GROVE,1,EDEN,2,,,,,,,,,,,,,,,,
,,,,FRASER,1,PEPPER PIKE,2,,,,,,,,,,,,,,,,
,,,,BEACON,1,CLOSTER,2,,,,,,,,,,,,,,,,
,,,,2800 W 15TH STREET,1,TOWACO,2,,,,,,,,,,,,,,,,
,,,,LAUDERDALE LAKES,1,BAY LAKE,2,,,,,,,,,,,,,,,,
,,,,CUDAHY,1,ROCKY POINT,2,,,,,,,,,,,,,,,,
,,,,LA QUINTA,1,"ALEXANDRIA,",2,,,,,,,,,,,,,,,,
,,,,COPIAGUE,1,ARMADA,2,,,,,,,,,,,,,,,,
,,,,BRIDGE CITY,1,CLIFTON FORGE,2,,,,,,,,,,,,,,,,
,,,,ALLISON PARK,1,COLLINGSWOOD,2,,,,,,,,,,,,,,,,
,,,,VALENTINE,1,ELMA,2,,,,,,,,,,,,,,,,
,,,,ALICE,1,TO PATIENTS RESIDENCE,2,,,,,,,,,,,,,,,,
,,,,ASTIN,1,HARRIBURG,2,,,,,,,,,,,,,,,,
,,,,STE 122,1,CALUMET CITY,2,,,,,,,,,,,,,,,,
,,,,LEONARDTOWN,1,SOQUEL,2,,,,,,,,,,,,,,,,
,,,,NEW YORKE,1,PORT WASHIGTON,2,,,,,,,,,,,,,,,,
,,,,FERRIS,1,WISE,2,,,,,,,,,,,,,,,,
,,,,CORONADO,1,FRASER,2,,,,,,,,,,,,,,,,
,,,,SALIDA,1,INTERNATIONAL FALLS,2,,,,,,,,,,,,,,,,
,,,,COMFORT,1,HAZLETON,2,,,,,,,,,,,,,,,,
,,,,FITZGERALD,1,WYNDMOOR,2,,,,,,,,,,,,,,,,
,,,,BISCOE,1,WARRREN,2,,,,,,,,,,,,,,,,
,,,,ALEXANDRIA BAY,1,DILWORTH,2,,,,,,,,,,,,,,,,
,,,,MERCEDITA,1,ZACHARY,2,,,,,,,,,,,,,,,,
,,,,RIVER RIDGE,1,RENNSELAER,2,,,,,,,,,,,,,,,,
,,,,WALLINGTON,1,CLUMBIA,2,,,,,,,,,,,,,,,,
,,,,WARNER ROBBINS,1,BOW,2,,,,,,,,,,,,,,,,
,,,,DALHART,1,MACOMB TWP,2,,,,,,,,,,,,,,,,
,,,,FULSHEAR,1,W. MEMPHIS,2,,,,,,,,,,,,,,,,
,,,,GLENOLDEN,1,EDDEN PRAIRIE,2,,,,,,,,,,,,,,,,
,,,,SAN  LEANDRO,1,FISHERVILLE,2,,,,,,,,,,,,,,,,
,,,,STE 105,1,WEST MIFFLIN,2,,,,,,,,,,,,,,,,
,,,,SECAUSCUS,1,WEST BLOOMFIELD TWP,2,,,,,,,,,,,,,,,,
,,,,CUBA,1,SOUTH DARTMOUTH,2,,,,,,,,,,,,,,,,
,,,,CLEAR SPRING,1,LORDSTOWN,2,,,,,,,,,,,,,,,,
,,,,WATERMAN,1,FORUM PLACE,2,,,,,,,,,,,,,,,,
,,,,WEST WARWICK,1,DARDENNE PRAIRIE,2,,,,,,,,,,,,,,,,
,,,,CONTOOCOOK,1,ROEBUCK,2,,,,,,,,,,,,,,,,
,,,,SANTURCE,1,MILLINGTON,2,,,,,,,,,,,,,,,,
,,,,VIROQUA,1,NORTH ARLINGTON,2,,,,,,,,,,,,,,,,
,,,,HAZEL PARK,1,FANWOOD,2,,,,,,,,,,,,,,,,
,,,,WOODBURRY,1,ROWLEY,2,,,,,,,,,,,,,,,,
,,,,PIGEON FORGE,1,ELKINS,2,,,,,,,,,,,,,,,,
,,,,LINWOOD,1,ALBUQERQUE,2,,,,,,,,,,,,,,,,
,,,,GRUNDY CENTER,1,IMLER,2,,,,,,,,,,,,,,,,
,,,,EDNA,1,PASCAGOULA,2,,,,,,,,,,,,,,,,
,,,,MASOM,1,COWETA,2,,,,,,,,,,,,,,,,
,,,,BEDMINISTER,1,IRVIN,2,,,,,,,,,,,,,,,,
,,,,FLORIDA CITY,1,SOUTH  PLAINFIELD,2,,,,,,,,,,,,,,,,
,,,,CLIFFSIDE PARK,1,HOLLY POND,2,,,,,,,,,,,,,,,,
,,,,IMPERIAL,1,GRAND PRARIE,2,,,,,,,,,,,,,,,,
,,,,BURNEY,1,KENNEBUNK,2,,,,,,,,,,,,,,,,
,,,,GRIDLEY,1,SOUIX FALLS,2,,,,,,,,,,,,,,,,
,,,,BRILLION,1,KILLONA,2,,,,,,,,,,,,,,,,
,,,,AMARILLA,1,NEW BERN,2,,,,,,,,,,,,,,,,
,,,,FRANLKIN,1,MISISON,2,,,,,,,,,,,,,,,,
,,,,BOLTON,1,LA JOYA,2,,,,,,,,,,,,,,,,
,,,,GREENS FARMS,1,MOCKSVILLE,2,,,,,,,,,,,,,,,,
,,,,WILTON MANORS,1,SCHERERVILLE,2,,,,,,,,,,,,,,,,
,,,,WALDWICK,1,SATA CLARA,2,,,,,,,,,,,,,,,,
,,,,KYLE,1,TECUMSEH,2,,,,,,,,,,,,,,,,
,,,,HAZLETON,1,KATONAH,2,,,,,,,,,,,,,,,,
,,,,AUSABLE FORKS,1,BOGOTA,2,,,,,,,,,,,,,,,,
,,,,NORCORSS,1,SILVERADO,2,,,,,,,,,,,,,,,,
,,,,FESTUS,1,NEW LENOX,2,,,,,,,,,,,,,,,,
,,,,GODDARD,1,OAKES,2,,,,,,,,,,,,,,,,
,,,,ATTELBORO,1,RICE,2,,,,,,,,,,,,,,,,
,,,,KAPAA,1,CEDARHURST,2,,,,,,,,,,,,,,,,
,,,,OPA-LOCKA,1,KERMIT,2,,,,,,,,,,,,,,,,
,,,,FAYATTEVILLE,1,WYANDANCH,2,,,,,,,,,,,,,,,,
,,,,SCHUYLER,1,WAYLAND,2,,,,,,,,,,,,,,,,
,,,,FARMINGTON HILL,1,ABSECON,2,,,,,,,,,,,,,,,,
,,,,CARSLBAD,1,#11460 ANN ARBOR,2,,,,,,,,,,,,,,,,
,,,,CONSHOHOKEN,1,ERATH,2,,,,,,,,,,,,,,,,
,,,,CROWNSVILLE,1,WENHAM,2,,,,,,,,,,,,,,,,
,,,,MOUNT STERLING,1,FORESTVILLE,2,,,,,,,,,,,,,,,,
,,,,POUGHKEEPISE,1,DEFIANCE,2,,,,,,,,,,,,,,,,
,,,,WILIMINGTON,1,NEW HYDE,2,,,,,,,,,,,,,,,,
,,,,PORT GIBSON,1,S. THOMAS,2,,,,,,,,,,,,,,,,
,,,,COLBY,1,MCFARLAND,2,,,,,,,,,,,,,,,,
,,,,COFFEYVILLE,1,BATES CITY,2,,,,,,,,,,,,,,,,
,,,,EL SEUNGO,1,FLORHAM ROAD,2,,,,,,,,,,,,,,,,
,,,,VIRIGINIA BEACH,1,EAST ENGLEWOOD,2,,,,,,,,,,,,,,,,
,,,,RED BUD,1,BINGHAMTOM,2,,,,,,,,,,,,,,,,
,,,,CALDWELL,1,BAILEYVILLE,2,,,,,,,,,,,,,,,,
,,,,BURNET,1,BURNEY,2,,,,,,,,,,,,,,,,
,,,,DAVISON,1,REIDSVILLE,2,,,,,,,,,,,,,,,,
,,,,BOYNE FALLS,1,DADEVILLE,2,,,,,,,,,,,,,,,,
,,,,MIDWEST CITY,1,DR.MCLEAN,2,,,,,,,,,,,,,,,,
,,,,TOANO,1,TAMAQUA,2,,,,,,,,,,,,,,,,
,,,,GRANBURY,1,HOLTVILLE,2,,,,,,,,,,,,,,,,
,,,,BROOKPARK,1,"LARGO,",2,,,,,,,,,,,,,,,,
,,,,DELAWARE CITY,1,HUNTSTSVILLE,2,,,,,,,,,,,,,,,,
,,,,ELWOOD,1,"PISCATAWAY TOWNSHIP,",2,,,,,,,,,,,,,,,,
,,,,STIGLER,1,RESEARCH TRINAGLE PARK,2,,,,,,,,,,,,,,,,
,,,,GLADYS,1,HARTLEY,2,,,,,,,,,,,,,,,,
,,,,LAKEVILLE- MIDDLEBORO,1,WAYNESVILLE,2,,,,,,,,,,,,,,,,
,,,,VALLEY VILLAGE,1,"ENGELWOOD,",2,,,,,,,,,,,,,,,,
,,,,"SAN GABRIEL, CA  91776",1,MURPHYSBORO,2,,,,,,,,,,,,,,,,
,,,,RHINELANDER,1,PIERMONT,2,,,,,,,,,,,,,,,,
,,,,TRAFALGAR,1,LAKE ARTHUR,2,,,,,,,,,,,,,,,,
,,,,DARLINGTON,1,NORTH SALEM,2,,,,,,,,,,,,,,,,
,,,,HARLEYVILLE,1,PIKE ROAD,2,,,,,,,,,,,,,,,,
,,,,HAUPPAGUE,1,LIBERTY TOWNSHIP,2,,,,,,,,,,,,,,,,
,,,,PENNSVILLE,1,CLIMAX,2,,,,,,,,,,,,,,,,
,,,,SISTERS,1,CHARLOTEE,2,,,,,,,,,,,,,,,,
,,,,ESTHERVILLE,1,DARTMOUTH,2,,,,,,,,,,,,,,,,
,,,,SAXTONS RIVER,1,CROSS CITY,2,,,,,,,,,,,,,,,,
,,,,PAWLING,1,ONLEY,2,,,,,,,,,,,,,,,,
,,,,HODGES,1,TOMAH,2,,,,,,,,,,,,,,,,
,,,,FALLS CREEK,1,KEEGO HARBOR,2,,,,,,,,,,,,,,,,
,,,,HOUSTAN,1,LONG ISLAND  CITY,2,,,,,,,,,,,,,,,,
,,,,BROOK PARK,1,WEEKAWKEN,2,,,,,,,,,,,,,,,,
,,,,REDWOOD  CITY,1,SANGER,2,,,,,,,,,,,,,,,,
,,,,EMMITSBURG,1,GAITHERSBERG,2,,,,,,,,,,,,,,,,
,,,,AGANA,1,SOUTH CAMPUS,2,,,,,,,,,,,,,,,,
,,,,ALBUQUERQUQE,1,TOWNER,2,,,,,,,,,,,,,,,,
,,,,ANTIGO,1,NORTH BROOKFIELD,2,,,,,,,,,,,,,,,,
,,,,"GLENVIEW,",1,VINEYARD,2,,,,,,,,,,,,,,,,
,,,,ELLENDALE,1,HAVANA,2,,,,,,,,,,,,,,,,
,,,,YELLOW SPRINGS,1,HEBER,2,,,,,,,,,,,,,,,,
,,,,MINSTER,1,ST. PETE BEACH,2,,,,,,,,,,,,,,,,
,,,,BALDINWIN PARK,1,FLOURTOWN,2,,,,,,,,,,,,,,,,
,,,,FRAZIERS BOTTOM,1,PERRYVILLE,2,,,,,,,,,,,,,,,,
,,,,ESPANOLA,1,RED SPRINGS,2,,,,,,,,,,,,,,,,
,,,,PARMA HEIGHTS,1,BLUE ISLAND,2,,,,,,,,,,,,,,,,
,,,,CALIPATRIA,1,GREEN ISLAND,2,,,,,,,,,,,,,,,,
,,,,SUNNYVALLE,1,LAKIN,2,,,,,,,,,,,,,,,,
,,,,RUSHVILLE,1,JEANERETTE,2,,,,,,,,,,,,,,,,
,,,,DEPTFORD,1,SEDAN,2,,,,,,,,,,,,,,,,
,,,,EAGLEVILLE,1,WIND GAP,2,,,,,,,,,,,,,,,,
,,,,MILAN,1,GILL,2,,,,,,,,,,,,,,,,
,,,,SEAGOVILLE,1,EASTABOGA,2,,,,,,,,,,,,,,,,
,,,,ISELIP TERRACE,1,PHENIX CITY,2,,,,,,,,,,,,,,,,
,,,,LACKAWANNA,1,BODEGA BAY,2,,,,,,,,,,,,,,,,
,,,,RIO GRANDE,1,ST.LOUIS PARK,2,,,,,,,,,,,,,,,,
,,,,COLWYN,1,PACOIMA,2,,,,,,,,,,,,,,,,
,,,,"SUGAR LAND,",1,EAST NORTHPORT,2,,,,,,,,,,,,,,,,
,,,,TANGENT,1,PALM COAST,2,,,,,,,,,,,,,,,,
,,,,BEFORD,1,MT. ARLINGTON,2,,,,,,,,,,,,,,,,
,,,,FORRESTON,1,BEAR RIVER CITY,2,,,,,,,,,,,,,,,,
,,,,CALVERT CITY,1,"OVERLAND PARK,",2,,,,,,,,,,,,,,,,
,,,,STRASBURG,1,NATIONAL HABOR,2,,,,,,,,,,,,,,,,
,,,,CATOOSA,1,TATE,2,,,,,,,,,,,,,,,,
,,,,PORT EWEN,1,ULYSSES,2,,,,,,,,,,,,,,,,
,,,,LIBERTY TOWNSHIP,1,RIVER VALE,2,,,,,,,,,,,,,,,,
,,,,SUITE 3300,1,FORREST PARK,2,,,,,,,,,,,,,,,,
,,,,HOWEY IN THE HILLS,1,SAN JOAQUIN,2,,,,,,,,,,,,,,,,
